date,team1,team2,team1players,team2players,team1score,team2score,winner,url
2011-04-14 00:00:00,Fnatic,Team Infused,"['GunShy', 'Tobi', 'DopeGoat', 'Jolly']","['NayNay', 'LukeJS', 'Sowerz', 'Monksy']",1,2,2,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-04-14 00:00:00,Power Gaming,Fnatic,"['MAxxie', 'XLNC', 'Swanny', 'Pacino']","['GunShy', 'Tobi', 'DopeGoat', 'Jolly']",2,1,1,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-04-14 00:00:00,Royalty Gaming,Fnatic,"['Tommey', 'Bissell', 'Blackk', 'Riddlez']","['GunShy', 'Tobi', 'DopeGoat', 'Jolly']",0,2,2,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-04-14 00:00:00,Team Infused,Power Gaming,"['NayNay', 'LukeJS', 'Sowerz', 'Monksy']","['MAxxie', 'XLNC', 'Swanny', 'Pacino']",0,2,2,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-04-14 00:00:00,Power Gaming,Royalty Gaming,"['MAxxie', 'XLNC', 'Swanny', 'Pacino']","['Tommey', 'Bissell', 'Blackk', 'Riddlez']",2,1,1,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-04-14 00:00:00,Royalty Gaming,Team Infused,"['Tommey', 'Bissell', 'Blackk', 'Riddlez']","['NayNay', 'LukeJS', 'Sowerz', 'Monksy']",2,0,1,https%3A%2F%2Fliquipedia.net%2FEuropean_Console_League%2FPro_Series
2011-11-21 19:00:00,LowLandLions,Anexis eSports,"['Ono', 'CHoObiE', 'Froz', 'Mumma', 'Cozje']","['Boco', 'FUTUREEE', 'KZstaR', 'Stormy', 'Z1koX']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCorsair_Vengeance_Cup
2012-03-03 00:00:00,Giants Gaming,Karont3 Club,"['Lgend', 'PeLuka', 'STyLeXx', 'TojoR']","['AIQ', 'ALeex', 'SdOw']",3,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,Pain Gaming,Giants Gaming,"['Alonso', 'GoobZ', 'MethodZ', 'STaXx']","['Lgend', 'PeLuka', 'STyLeXx', 'TojoR']",1,3,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,Pain Gaming,Comando Elite,"['Alonso', 'GoobZ', 'MethodZ', 'STaXx']","['DaaRK', 'Joka', 'JuN1', 'Nenen']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,Giants Gaming,Divineo F4H,"['Lgend', 'PeLuka', 'STyLeXx', 'TojoR']","['Bogepa', 'Phurion', 'PsycOz', 'YazzY']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,DN Gaming,Comando Elite,"['Brok3nz', 'DreaMeer', 'PanzR', 'VenM']","['DaaRK', 'Joka', 'JuN1', 'Nenen']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,Divineo F4H,X6tence,"['Bogepa', 'Phurion', 'PsycOz', 'YazzY']","['AdcTo', 'EpiKo', 'Borja', 'TMac']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-03-03 00:00:00,Pain Gaming,34united Club,"['Alonso', 'GoobZ', 'MethodZ', 'STaXx']","['EupHo', 'FeroX', 'MaiKy', 'ZoLa']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_2
2012-10-27 00:00:00,Comando Elite OMG,Halo Gaming,"['Boha', 'FeRoX', 'SaaMueL', 'SMiLe']","['Nalti', 'PuMa', 'Pupen', 'SaLviTanK']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Comando Elite 360,Comando Elite OMG,"['Absmo', 'Holcar', 'JuN1', 'Ochoa']","['Boha', 'FeRoX', 'SaaMueL', 'SMiLe']",1,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Over Gaming,Cerberus e-Sports Club,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['FlexZ', 'PanzeR', 'Sammy', 'WnterZ']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,SAW Gaming,Cerberus e-Sports Club,"['Cloud', 'Pdro', 'RMX', 'Stealz']","['FlexZ', 'PanzeR', 'Sammy', 'WnterZ']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Halo Gaming,Comando Elite 360,"['Nalti', 'PuMa', 'Pupen', 'SaLviTanK']","['Absmo', 'Holcar', 'JuN1', 'Ochoa']",2,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Comando Elite OMG,AeQuuS Club,"['Boha', 'FeRoX', 'SaaMueL', 'SMiLe']","['Suareez', 'Re4per', 'BoRt4T', 'JAVIXI']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Cerberus e-Sports Club,La Elite King,"['FlexZ', 'PanzeR', 'Sammy', 'WnterZ']","['Kitus', 'MistraX', 'Nenito']",1,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Over Gaming,La Elite King,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['Kitus', 'MistraX', 'Nenito']",2,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Over Gaming,SAW Gaming,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['Cloud', 'Pdro', 'RMX', 'Stealz']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,AeQuuS Club,Halo Gaming,"['Suareez', 'Re4per', 'BoRt4T', 'JAVIXI']","['Nalti', 'PuMa', 'Pupen', 'SaLviTanK']",0,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,Comando Elite 360,AeQuuS Club,"['Absmo', 'Holcar', 'JuN1', 'Ochoa']","['Suareez', 'Re4per', 'BoRt4T', 'JAVIXI']",0,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,X6tence,Evident Victory,"['Bogepa', 'EpiKo', 'Borja', 'PsycOz']","['DiNaMiiCk', 'Juan', 'Rotty', 'YousKR']",2,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,La Elite King,SAW Gaming,"['Kitus', 'MistraX', 'Nenito']","['Cloud', 'Pdro', 'RMX', 'Stealz']",1,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-27 00:00:00,TsG eSports,AMp.EU Club,"['CritiKo', 'EnvadiaN', 'Reske', 'TMac']","['JaviTo', 'DeCoxX', 'PaRKuGH', 'Sikotik']",2,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,X6tence,TsG eSports,"['Bogepa', 'EpiKo', 'Borja', 'PsycOz']","['CritiKo', 'EnvadiaN', 'Reske', 'TMac']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,Dimegio Club,Pain Gaming,"['DaarK', 'GoobZ', 'Nene', 'PiTu']","['TojoR', 'Lgend', 'PeLukaa', 'Inven']",1,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,Pain Gaming,Karont3 Club,"['TojoR', 'Lgend', 'PeLukaa', 'Inven']","['AIQ', 'VaSiLii', 'SdOw', 'HooLiGaN']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,Dimegio Club,Karont3 Club,"['DaarK', 'GoobZ', 'Nene', 'PiTu']","['AIQ', 'VaSiLii', 'SdOw', 'HooLiGaN']",1,2,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,Evident Victory,AMp.EU Club,"['DiNaMiiCk', 'Juan', 'Rotty', 'YousKR']","['JaviTo', 'DeCoxX', 'PaRKuGH', 'Sikotik']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,TsG eSports,Evident Victory,"['CritiKo', 'EnvadiaN', 'Reske', 'TMac']","['DiNaMiiCk', 'Juan', 'Rotty', 'YousKR']",2,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-28 00:00:00,X6tence,AMp.EU Club,"['Bogepa', 'EpiKo', 'Borja', 'PsycOz']","['JaviTo', 'DeCoxX', 'PaRKuGH', 'Sikotik']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,Over Gaming,Comando Elite OMG,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['Boha', 'FeRoX', 'SaaMueL', 'SMiLe']",3,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,Over Gaming,Karont3 Club,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['AIQ', 'VaSiLii', 'SdOw', 'HooLiGaN']",3,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,Comando Elite OMG,Halo Gaming,"['Boha', 'FeRoX', 'SaaMueL', 'SMiLe']","['Nalti', 'PuMa', 'Pupen', 'SaLviTanK']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,X6tence,Pain Gaming,"['Bogepa', 'EpiKo', 'Borja', 'PsycOz']","['TojoR', 'Lgend', 'PeLukaa', 'Inven']",3,0,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,Over Gaming,X6tence,"['EupHo', 'STyLeXx', 'YazzY', 'MethodZ']","['Bogepa', 'EpiKo', 'Borja', 'PsycOz']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,X6tence,SAW Gaming,"['Bogepa', 'EpiKo', 'Borja', 'PsycOz']","['Cloud', 'Pdro', 'RMX', 'Stealz']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2012-10-29 00:00:00,Pain Gaming,TsG eSports,"['TojoR', 'Lgend', 'PeLukaa', 'Inven']","['CritiKo', 'EnvadiaN', 'Reske', 'TMac']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_3
2013-03-05 00:00:00,X6tence,Giants Gaming,"['FlexZ', 'AMaillo', 'Borja', 'NaHuum']","['Lgend', 'Setero', 'JaayZ', 'TojoR']",0,3,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,Over Gaming,BE4RE Club,"['TMac', 'BoRt4T', 'DaarK', 'Javixi']","['Malguita', 'MLGNHO', 'Cloud', 'JK7']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,X6tence,XShine e-Sports,"['FlexZ', 'AMaillo', 'Borja', 'NaHuum']","['Zola', 'Porte', 'Firek', 'Tank']",2,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,Over Gaming,Karont3 Club,"['TMac', 'BoRt4T', 'DaarK', 'Javixi']","['MethodZ', 'STyLeXx', 'Inven', 'Pelukaa']",1,3,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,Giants Gaming,Dark Gamers,"['Lgend', 'Setero', 'JaayZ', 'TojoR']","['EnvdiaN', 'EpiKo', 'Pitu', 'Sammy']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,Karont3 Club,Dimegio Club,"['MethodZ', 'STyLeXx', 'Inven', 'Pelukaa']","['EupHo', 'PsycOz', 'Bogepa', 'YazzY']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-03-05 00:00:00,Karont3 Club,Giants Gaming,"['MethodZ', 'STyLeXx', 'Inven', 'Pelukaa']","['Lgend', 'Setero', 'JaayZ', 'TojoR']",0,1,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_4
2013-08-10 20:00:00,Team Kaliber,CompLexity Gaming,"['Goonjar', 'Sharp', 'Theory', 'Neslo']","['ACHES', 'TeePee', 'Crimsix', 'Clayster']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2013%2FAtlanta
2013-08-11 04:00:00,CompLexity Gaming,Team Kaliber,"['ACHES', 'TeePee', 'Crimsix', 'Clayster']","['Goonjar', 'Sharp', 'Theory', 'Neslo']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2013%2FAtlanta
2013-10-20 08:00:00,Trident Esports,Team Immunity,"['Khooei', 'Legnedz', 'Macka', 'Zeeee']","['Fighta', 'BuZZO', 'NakeZe', 'Rampizzle']",1,3,2,https%3A%2F%2Fliquipedia.net%2FAustralian_Cyber_League%2F2013_Pro_Circuit%2FSydney
2014-01-04 20:00:00,Team Envy,Denial Esports,"['ProoFy', 'Merk', 'Rambo', 'Goonjar']","['PHiZZURP', 'FLawLesS', 'John', 'Complex']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,CompLexity Gaming,aDversity,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Sender', 'Diabolic', 'Twisted', 'Accuracy']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,Fuse Esports,Team JusTus,"['Thing2', 'Historify', 'Whea7s', 'StaiNViLLe']","['Chino', 'Gucci', 'Tipsy', 'Heist']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,Team Kaliber,eGirl Slayers,"['Clayster', 'Sharp', 'Theory', 'Neslo']","['Revan', 'Burns', 'Mochila', 'Nex']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,FaZe Clan,OpTic Gaming,"['Crowder', 'Classic', 'JKap', 'Methodz']","['BigTymeR', 'Scump', 'Ricky', 'Nadeshot']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,Curse LV,Curse NY,"['Parasite', 'MiRx', 'KiLLa', 'NAMELESS']","['StuDyy', 'ASSASS1N', 'TwiZz', 'Blfire']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,JuKeD,Strictly Business,"['SpaceLy', 'MBoZe', 'SinfuL', 'Saint']","['Censor', 'Apathy', 'FEARS', 'Saints']",0,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 20:00:00,Elevate,Bati,"['Miyagi', 'SlasheR', 'Attach', 'Strife']","['TJHaLy', 'ZooMaa', 'VeXeD', 'NoXiDe']",3,0,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,Curse NY,Bati,"['StuDyy', 'ASSASS1N', 'TwiZz', 'Blfire']","['TJHaLy', 'ZooMaa', 'VeXeD', 'NoXiDe']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,Curse LV,Elevate,"['Parasite', 'MiRx', 'KiLLa', 'NAMELESS']","['Miyagi', 'SlasheR', 'Attach', 'Strife']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,Denial Esports,JuKeD,"['PHiZZURP', 'FLawLesS', 'John', 'Complex']","['SpaceLy', 'MBoZe', 'SinfuL', 'Saint']",1,2,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,aDversity,OpTic Gaming,"['Sender', 'Diabolic', 'Twisted', 'Accuracy']","['BigTymeR', 'Scump', 'Ricky', 'Nadeshot']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,Team Kaliber,Fuse Esports,"['Clayster', 'Sharp', 'Theory', 'Neslo']","['Thing2', 'Historify', 'Whea7s', 'StaiNViLLe']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,eGirl Slayers,Team JusTus,"['Revan', 'Burns', 'Mochila', 'Nex']","['Chino', 'Gucci', 'Tipsy', 'Heist']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,CompLexity Gaming,FaZe Clan,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Crowder', 'Classic', 'JKap', 'Methodz']",4,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-04 22:00:00,Team Envy,Strictly Business,"['ProoFy', 'Merk', 'Rambo', 'Goonjar']","['Censor', 'Apathy', 'FEARS', 'Saints']",2,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 00:00:00,Elevate,OpTic Gaming,"['Miyagi', 'SlasheR', 'Attach', 'Strife']","['BigTymeR', 'Scump', 'Ricky', 'Nadeshot']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 00:00:00,Team Envy,Team Kaliber,"['ProoFy', 'Merk', 'Rambo', 'Goonjar']","['Clayster', 'Sharp', 'Theory', 'Neslo']",2,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 00:00:00,FaZe Clan,Bati,"['Crowder', 'Classic', 'JKap', 'Methodz']","['TJHaLy', 'ZooMaa', 'VeXeD', 'NoXiDe']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 00:00:00,Team JusTus,JuKeD,"['Chino', 'Gucci', 'Tipsy', 'Heist']","['SpaceLy', 'MBoZe', 'SinfuL', 'Saint']",0,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 20:00:00,Elevate,JuKeD,"['Miyagi', 'SlasheR', 'Attach', 'Strife']","['SpaceLy', 'MBoZe', 'SinfuL', 'Saint']",0,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 20:00:00,Team Kaliber,FaZe Clan,"['Clayster', 'Sharp', 'Theory', 'Neslo']","['Crowder', 'Classic', 'JKap', 'Methodz']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 20:00:00,eGirl Slayers,Curse LV,"['Revan', 'Burns', 'Mochila', 'Nex']","['Parasite', 'MiRx', 'KiLLa', 'NAMELESS']",0,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 20:00:00,CompLexity Gaming,Strictly Business,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Censor', 'Apathy', 'FEARS', 'Saints']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 21:30:00,Strictly Business,JuKeD,"['Censor', 'Apathy', 'FEARS', 'Saints']","['SpaceLy', 'MBoZe', 'SinfuL', 'Saint']",3,2,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 21:30:00,eGirl Slayers,Team Kaliber,"['Revan', 'Burns', 'Mochila', 'Nex']","['Clayster', 'Sharp', 'Theory', 'Neslo']",1,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 22:00:00,Strictly Business,Team Kaliber,"['Censor', 'Apathy', 'FEARS', 'Saints']","['Clayster', 'Sharp', 'Theory', 'Neslo']",2,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 22:00:00,CompLexity Gaming,Curse LV,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Parasite', 'MiRx', 'KiLLa', 'NAMELESS']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-05 23:30:00,Curse LV,Team Kaliber,"['Parasite', 'MiRx', 'KiLLa', 'NAMELESS']","['Clayster', 'Sharp', 'Theory', 'Neslo']",0,3,2,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-01-06 01:00:00,CompLexity Gaming,Team Kaliber,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Clayster', 'Sharp', 'Theory', 'Neslo']",3,1,1,https%3A%2F%2Fliquipedia.net%2FUMG%2F2014%2FPhiladelphia
2014-05-03 23:00:00,FaZe Red,Team Envy,"['JKap', 'Theory', 'Crowder', 'Classic']","['NAMELESS', 'Merk', 'Parasite', 'StuDyy']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-03 23:00:00,FaZe Black,OpTic Gaming,"['Censor', 'Dedo', 'FormaL', 'Saint']","['Clayster', 'Scump', 'ProoFy', 'Nadeshot']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-03 23:00:00,XGN Competitive,Strictly Business,"['Stun', 'Trizy', 'Ghoster', 'JaMeZz']","['StaiNViLLe', 'John', 'SpaceLy', 'Methodz']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,Strictly Business,Team Envy,"['StaiNViLLe', 'John', 'SpaceLy', 'Methodz']","['NAMELESS', 'Merk', 'Parasite', 'StuDyy']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,CompLexity Gaming,WiLD Gaming (American Team),"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Demented', 'Phaze', 'Wolf', 'Chino']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,Curse Orange,OpTic Nation,"['Muddawg', 'Attach', 'Crowster', 'Miygi']","['MBoZe', 'KiLLa', 'Ricky', 'MiRx']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,Team JusTus,Curse Black,"['Doubt', 'TwiZz', 'SinfuL', 'Blfire']","['Burnsoff', 'Tipsy', 'Mochila', 'Enable']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,FaZe Black,VexX Gaming,"['Censor', 'Dedo', 'FormaL', 'Saint']","['PLuTo', 'Slacked', 'SlasheR', 'Huhdle']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 00:30:00,Team Kaliber,Rise Nation,"['Goonjar', 'Sharp', 'MadCat', 'Neslo']","['FEARS', 'Loony', 'Pacman', 'Whea7s']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 02:00:00,OpTic Gaming,Curse Black,"['Clayster', 'Scump', 'ProoFy', 'Nadeshot']","['Burnsoff', 'Tipsy', 'Mochila', 'Enable']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 20:00:00,Team Envy,VexX Gaming,"['NAMELESS', 'Merk', 'Parasite', 'StuDyy']","['PLuTo', 'Slacked', 'SlasheR', 'Huhdle']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 21:30:00,FaZe Red,Team Kaliber,"['JKap', 'Theory', 'Crowder', 'Classic']","['Goonjar', 'Sharp', 'MadCat', 'Neslo']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 21:30:00,XGN Competitive,OpTic Nation,"['Stun', 'Trizy', 'Ghoster', 'JaMeZz']","['MBoZe', 'KiLLa', 'Ricky', 'MiRx']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 23:00:00,Team Kaliber,OpTic Nation,"['Goonjar', 'Sharp', 'MadCat', 'Neslo']","['MBoZe', 'KiLLa', 'Ricky', 'MiRx']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-04 23:00:00,CompLexity Gaming,OpTic Gaming,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['Clayster', 'Scump', 'ProoFy', 'Nadeshot']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-05 00:30:00,FaZe Black,OpTic Nation,"['Censor', 'Dedo', 'FormaL', 'Saint']","['MBoZe', 'KiLLa', 'Ricky', 'MiRx']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-05 00:30:00,Strictly Business,CompLexity Gaming,"['StaiNViLLe', 'John', 'SpaceLy', 'Methodz']","['ACHES', 'TeePee', 'Crimsix', 'Karma']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-05 02:00:00,CompLexity Gaming,OpTic Nation,"['ACHES', 'TeePee', 'Crimsix', 'Karma']","['MBoZe', 'KiLLa', 'Ricky', 'MiRx']",1,0,1,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-05 03:30:00,VexX Gaming,CompLexity Gaming,"['PLuTo', 'Slacked', 'SlasheR', 'Huhdle']","['ACHES', 'TeePee', 'Crimsix', 'Karma']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-05-05 05:00:00,Team Envy,CompLexity Gaming,"['NAMELESS', 'Merk', 'Parasite', 'StuDyy']","['ACHES', 'TeePee', 'Crimsix', 'Karma']",0,1,2,https%3A%2F%2Fliquipedia.net%2FUGC%2F2014%2FNiagara
2014-06-27 12:00:00,Cerberus e-Sports Club,34united Club,"['EnvdiaN', 'Limon', 'Ozn3X', 'RaaDiKaal']","['AQUA', 'Holcar', 'Sikario', 'Ochoa']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FFinal_Cup%2FSeason_6
