date,team1,team2,team1players,team2players,team1score,team2score,winner,url
2015-12-07 00:00:00,Fnatic,Not Enigma,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']","['enigma', 'clockwork', 'seagull', 'oPlaiD', 'harbleu', 'mESR']",0,2,2,https://liquipedia.net/overwatch/ESL_Overwatch_Atlantic_Invitational
2015-12-07 00:00:00,Fnatic,Team Hubris,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']","['coolmatt69', 'talespin', 'chump', 'ras', 'minstrel', 'esper']",0,2,2,https://liquipedia.net/overwatch/ESL_Overwatch_Atlantic_Invitational
2015-12-07 00:00:00,Not Enigma,Team Hubris,"['enigma', 'clockwork', 'seagull', 'oPlaiD', 'harbleu', 'mESR']","['coolmatt69', 'talespin', 'chump', 'ras', 'minstrel', 'esper']",1,3,2,https://liquipedia.net/overwatch/ESL_Overwatch_Atlantic_Invitational
2015-12-07 00:00:00,Fnatic,Melty eSport Club,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']","['moonL', 'kryw', 'deGuN', 'kabaL', 'niCOgdh', 'baud']",2,1,1,https://liquipedia.net/overwatch/ESL_Overwatch_Atlantic_Invitational
2015-12-07 00:00:00,Melty eSport Club,Team Hubris,"['moonL', 'kryw', 'deGuN', 'kabaL', 'niCOgdh', 'baud']","['coolmatt69', 'talespin', 'chump', 'ras', 'minstrel', 'esper']",1,2,2,https://liquipedia.net/overwatch/ESL_Overwatch_Atlantic_Invitational
2015-12-09 00:00:00,Fnatic,MyDong,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']","['2GD', 'tviQ', 'fazz', 'kowa', 'art1er', 'draceus']",2,0,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,HULKtastic,Fnatic,"['bromaS', 'harryHook', 'liNkz', 'vonethil', 'cocco', 'sanchez']","['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']",1,2,2,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,K1ck eSports Club,SG-1,"['michr', 'eissfeldt', 'mztikk', 'rulah', 'taimou', 'quad']","['hymzi', 'zappis', 'mafu', 'hocz', 'kyynel', 'rebeli']",2,1,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,Melty eSport Club,Fnatic,"['moonL', 'kryw', 'deGuN', 'kabaL', 'niCOgdh', 'baud']","['morte', '2Easy', 'vallutaja', 'uNFixed', 'stefan', 'winghaven']",3,2,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,Melty eSport Club,HULKtastic,"['moonL', 'kryw', 'deGuN', 'kabaL', 'niCOgdh', 'baud']","['bromaS', 'harryHook', 'liNkz', 'vonethil', 'cocco', 'sanchez']",2,0,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,K1ck eSports Club,FlipSid3 Tactics,"['michr', 'eissfeldt', 'mztikk', 'rulah', 'taimou', 'quad']","['shaDowBurn', 'godspeed', 'forsak3n', 'anak', 'sharyk', 'dikker']",2,1,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2015-12-09 00:00:00,Melty eSport Club,K1ck eSports Club,"['moonL', 'kryw', 'deGuN', 'kabaL', 'niCOgdh', 'baud']","['michr', 'eissfeldt', 'mztikk', 'rulah', 'taimou', 'quad']",2,0,1,https://liquipedia.net/overwatch/GD_Overwatch_EU_Laststand
2016-01-02 11:00:00,LinGan e-Sports,NGA.Scythe,"['justIBb', 'lolicat', 'ceres', 'timon', '06QianXia', 'iFiNG']","['canon', 'easy', 'sinon', 'dragon', 'tuiz1', 'kangyi']",0,2,2,https://liquipedia.net/overwatch/DouyuTV_NGA_Cup/Season_2
2016-01-02 13:00:00,NGA.Scythe,ahq e-Sports Club,"['canon', 'easy', 'sinon', 'dragon', 'tuiz1', 'kangyi']","['afteR', 'cowman', 'danny', 'eDDIE', 'ericEnn', 'krapy']",0,2,2,https://liquipedia.net/overwatch/DouyuTV_NGA_Cup/Season_2
2016-03-14 18:45:00,Flat Earth,melty eSport Club,"['draceus', 'bromaS', 'liNkz', 'art1er', 'knOxXx', 'numlocked']","['baud', 'deGuN', 'piPou', 'niCOgdh', 'moonL', 'kabaL']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-14 20:15:00,Quake Fortress,G2 Esports,"['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']","['knOxXx', 'soOn', 'skipjack', 'taimou', 'numlocked', 'uNKOE']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-14 21:30:00,REUNITED,IDDQD,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['chipshajen', 'harryHook', 'iNTERNETHULK', 'cocco', 'taimou']",0,2,2,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-15 18:00:00,REUNITED,Flat Earth,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['draceus', 'bromaS', 'liNkz', 'art1er', 'knOxXx', 'numlocked']",0,2,2,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-15 19:30:00,SG-1,G2 Esports,"['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']","['knOxXx', 'soOn', 'skipjack', 'taimou', 'numlocked', 'uNKOE']",0,2,2,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-15 20:15:00,IDDQD,Quake Fortress,"['chipshajen', 'harryHook', 'iNTERNETHULK', 'cocco', 'taimou']","['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-21 18:00:00,SG-1,Quake Fortress,"['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']","['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']",0,2,2,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-21 18:45:00,IDDQD,Flat Earth,"['chipshajen', 'harryHook', 'iNTERNETHULK', 'cocco', 'taimou']","['draceus', 'bromaS', 'liNkz', 'art1er', 'knOxXx', 'numlocked']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-21 19:30:00,REUNITED,melty eSport Club,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['baud', 'deGuN', 'piPou', 'niCOgdh', 'moonL', 'kabaL']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-22 18:45:00,IDDQD,melty eSport Club,"['chipshajen', 'harryHook', 'iNTERNETHULK', 'cocco', 'taimou']","['baud', 'deGuN', 'piPou', 'niCOgdh', 'moonL', 'kabaL']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-22 19:30:00,REUNITED,G2 Esports,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['knOxXx', 'soOn', 'skipjack', 'taimou', 'numlocked', 'uNKOE']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-22 20:15:00,Flat Earth,SG-1,"['draceus', 'bromaS', 'liNkz', 'art1er', 'knOxXx', 'numlocked']","['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']",0,2,2,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-28 18:45:00,melty eSport Club,SG-1,"['baud', 'deGuN', 'piPou', 'niCOgdh', 'moonL', 'kabaL']","['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']",2,1,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-28 20:15:00,REUNITED,Quake Fortress,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-29 18:45:00,REUNITED,SG-1,"['morte', '2Easy', 'vallutaja', 'uNFixed', 'winghaven', 'kruise']","['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-29 20:15:00,melty eSport Club,Quake Fortress,"['baud', 'deGuN', 'piPou', 'niCOgdh', 'moonL', 'kabaL']","['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-30 18:45:00,Flat Earth,Quake Fortress,"['draceus', 'bromaS', 'liNkz', 'art1er', 'knOxXx', 'numlocked']","['forsak3n', 'cYpheR', 'shaDowBurn', 'sharyk', 'av3k', 'cOOLLER']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-03-30 20:15:00,IDDQD,SG-1,"['chipshajen', 'harryHook', 'iNTERNETHULK', 'cocco', 'taimou']","['hymzi', 'zappis', 'mafu', 'hocz', 'punpu', 'kyynel']",2,0,1,https://liquipedia.net/overwatch/Game_On/Overwatch_Arena/Season_1
2016-04-12 16:00:00,REUNITED,IMPULSE 11,"['vallutaja', 'morte', 'uNFixed', '2Easy', 'kruise', 'winghaven']","['vonethil', 'likely', 'nevix', 'hysterica', 'zebbosai', 'iddqd']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 00:00:00,Cloud9,Team Liquid,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 01:30:00,Luminosity Gaming,Team Liquid,"['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']","['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 03:00:00,Cloud9,Team EnVyUs,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['talespin', 'chipshajen', 'iNTERNETHULK', 'harryHook', 'cocco', 'taimou']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 04:30:00,Team EnVyUs,Luminosity Gaming,"['talespin', 'chipshajen', 'iNTERNETHULK', 'harryHook', 'cocco', 'taimou']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",1,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 17:30:00,Creation eSports,REUNITED,"['knOxXx', 'liNkz', 'bromaS', 'numlocked', 'art1er', 'draceus']","['vallutaja', 'morte', 'uNFixed', '2Easy', 'kruise', 'winghaven']",2,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 20:30:00,REUNITED,IMPULSE 11,"['vallutaja', 'morte', 'uNFixed', '2Easy', 'kruise', 'winghaven']","['vonethil', 'likely', 'nevix', 'hysterica', 'zebbosai', 'iddqd']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-14 21:45:00,IMPULSE 11,Creation eSports,"['vonethil', 'likely', 'nevix', 'hysterica', 'zebbosai', 'iddqd']","['knOxXx', 'liNkz', 'bromaS', 'numlocked', 'art1er', 'draceus']",1,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-04-19 00:00:00,Cloud9,Luminosity Gaming,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-19 01:30:00,Team Liquid,Grouchy Desperados,"['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']","['napTime', 'mangachu', 'breadExpert', 'krawnnic', 'dumPTrucK', 'mtG']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-19 03:00:00,Cloud9,Team Liquid,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-19 04:30:00,Grouchy Desperados,Luminosity Gaming,"['napTime', 'mangachu', 'breadExpert', 'krawnnic', 'dumPTrucK', 'mtG']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",0,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 00:00:00,Luminosity Gaming,Team Liquid,"['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']","['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 01:30:00,Team Liquid,Grouchy Desperados,"['daHanG', 'dummy', 'frisco', 'mESR', 'vee', 'aZK']","['napTime', 'mangachu', 'breadExpert', 'krawnnic', 'dumPTrucK', 'mtG']",3,1,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 02:45:00,Cloud9,Luminosity Gaming,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",3,1,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 04:30:00,Cloud9,Grouchy Desperados,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['napTime', 'mangachu', 'breadExpert', 'krawnnic', 'dumPTrucK', 'mtG']",3,0,1,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 17:30:00,IMPULSE 11,Creation eSports,"['vonethil', 'likely', 'nevix', 'hysterica', 'zebbosai', 'iddqd']","['knOxXx', 'liNkz', 'bromaS', 'numlocked', 'art1er', 'draceus']",0,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-04-20 20:30:00,Creation eSports,REUNITED,"['knOxXx', 'liNkz', 'bromaS', 'numlocked', 'art1er', 'draceus']","['vallutaja', 'morte', 'uNFixed', '2Easy', 'kruise', 'winghaven']",0,3,2,https://liquipedia.net/overwatch/Overkill/2016
2016-05-27 00:00:00,Graviton Surge,Rogue,"['kryw', 'nevix', 'zebbosai', '.kr4tosdigga', 'skipjack', 'soOn']","['tviQ', 'iddqd', 'reinforce', 'winz', 'aKm', 'uNKOE']",0,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-27 00:00:00,Creation eSports,SG-1,"['draceus', 'bromaS', 'liNkz', 'art1er', 'numlocked', 'knOxXx']","['hymzi', 'zappis', 'fragi', 'hocz', 'seita', 'mafu']",3,0,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-27 00:00:00,SG-1,Bongo Beach Boys,"['hymzi', 'zappis', 'fragi', 'hocz', 'seita', 'mafu']","['derenecko', 'poinT', 'tseini', 'lULLABY', 'musashiii', 'blizp']",3,0,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-27 11:00:00,Bongo Beach Boys,Northern Gaming/Northern Gaming Blue,"['derenecko', 'poinT', 'tseini', 'lULLABY', 'musashiii', 'blizp']","['mint', 'shadez', 'eure', 'zaphe', 'nuttyB', 'liddano']",0,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-27 13:00:00,Experiment,Melty eSport Club,"['veineless', 'mendokusaii', 'evokje', 'eissfeldt', 'ruster', 'toxikeN']","['deGuN', 'moonL', 'kabaL', 'niCOgdh', 'baud', 'flippy']",2,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-27 13:00:00,Gale Force eSports,Still Here,"['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']","['zeRo4', 'rapha', 'cl0ck', 'mETAPHOUR', 'allmEntal', 'learjetz']",2,0,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-28 00:00:00,DeToNator,Team Taiwan,"['delave', 'siorin', 'xQQ', 'sPYGEA', 'stylishNoob', 'yamatoN']","['xargon', 'lilgho', 'zonda', 'gura', 'babyNie', 'danny']",1,3,2,https://liquipedia.net/overwatch/Taiwan_vs_Japan_Competition
2016-05-28 00:00:00,Melty eSport Club,SG-1,"['deGuN', 'moonL', 'kabaL', 'niCOgdh', 'baud', 'flippy']","['hymzi', 'zappis', 'fragi', 'hocz', 'seita', 'mafu']",3,0,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-28 12:45:00,Experiment,Graviton Surge,"['veineless', 'mendokusaii', 'evokje', 'eissfeldt', 'ruster', 'toxikeN']","['kryw', 'nevix', 'zebbosai', '.kr4tosdigga', 'skipjack', 'soOn']",2,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-28 14:30:00,Creation eSports,Northern Gaming/Northern Gaming Blue,"['draceus', 'bromaS', 'liNkz', 'art1er', 'numlocked', 'knOxXx']","['mint', 'shadez', 'eure', 'zaphe', 'nuttyB', 'liddano']",3,0,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-28 17:10:00,Melty eSport Club,Rogue,"['deGuN', 'moonL', 'kabaL', 'niCOgdh', 'baud', 'flippy']","['tviQ', 'iddqd', 'reinforce', 'winz', 'aKm', 'uNKOE']",1,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-28 19:20:00,Northern Gaming/Northern Gaming Blue,Graviton Surge,"['mint', 'shadez', 'eure', 'zaphe', 'nuttyB', 'liddano']","['kryw', 'nevix', 'zebbosai', '.kr4tosdigga', 'skipjack', 'soOn']",1,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-29 12:30:00,Melty eSport Club,Graviton Surge,"['deGuN', 'moonL', 'kabaL', 'niCOgdh', 'baud', 'flippy']","['kryw', 'nevix', 'zebbosai', '.kr4tosdigga', 'skipjack', 'soOn']",1,3,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-29 14:30:00,Creation eSports,Rogue,"['draceus', 'bromaS', 'liNkz', 'art1er', 'numlocked', 'knOxXx']","['tviQ', 'iddqd', 'reinforce', 'winz', 'aKm', 'uNKOE']",3,1,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-29 16:30:00,Rogue,Graviton Surge,"['tviQ', 'iddqd', 'reinforce', 'winz', 'aKm', 'uNKOE']","['kryw', 'nevix', 'zebbosai', '.kr4tosdigga', 'skipjack', 'soOn']",3,1,1,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-29 18:30:00,Creation eSports,Rogue,"['draceus', 'bromaS', 'liNkz', 'art1er', 'numlocked', 'knOxXx']","['tviQ', 'iddqd', 'reinforce', 'winz', 'aKm', 'uNKOE']",3,4,2,https://liquipedia.net/overwatch/Overwatch_TaKeOver/1
2016-05-29 21:00:00,Cloud9,Colorado Clutch,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['lumberjack', 'hamsword', 'wgb', 'hotsforshots', 'korra', 'lui']",2,0,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-29 22:30:00,Team Liquid,Gale Force eSports,"['daHanG', 'dummy', 'zombs', 'mESR', 'vonethil', 'aZK']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",2,0,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-29 23:50:00,Cloud9,Team Liquid,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['daHanG', 'dummy', 'zombs', 'mESR', 'vonethil', 'aZK']",2,0,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-30 00:40:00,Colorado Clutch,Still Here,"['lumberjack', 'hamsword', 'wgb', 'hotsforshots', 'korra', 'lui']","['zeRo4', 'rapha', 'cl0ck', 'mETAPHOUR', 'allmEntal', 'learjetz']",2,1,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-30 01:45:00,Gale Force eSports,Team Eggplant,"['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']","['carnage', 'tKQ', 'enryu', 'foobz', 'rastsy', 'sukinta']",2,0,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-30 02:30:00,Colorado Clutch,Gale Force eSports,"['lumberjack', 'hamsword', 'wgb', 'hotsforshots', 'korra', 'lui']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",1,2,2,https://liquipedia.net/overwatch/Agents_Rising
2016-05-30 03:45:00,Team Liquid,Gale Force eSports,"['daHanG', 'dummy', 'zombs', 'mESR', 'vonethil', 'aZK']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",4,1,1,https://liquipedia.net/overwatch/Agents_Rising
2016-05-30 05:45:00,Cloud9,Team Liquid,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['daHanG', 'dummy', 'zombs', 'mESR', 'vonethil', 'aZK']",2,1,1,https://liquipedia.net/overwatch/Agents_Rising
2016-06-12 00:30:00,Rogue,b.fly,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['fischer', 'outc1der', 'teneya', 'dreoUK', 'casper', 'happythermia']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-12 01:00:00,b.fly,Cloud9,"['fischer', 'outc1der', 'teneya', 'dreoUK', 'casper', 'happythermia']","['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-12 01:40:00,Rogue,Northern Gaming/Northern Gaming Blue,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['zaphe', 'liddano', 'nuttyB', 'mint', 'shadez', 'eure']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-12 02:30:00,Northern Gaming/Northern Gaming Blue,Luminosity Gaming,"['zaphe', 'liddano', 'nuttyB', 'mint', 'shadez', 'eure']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-12 03:10:00,Cloud9,Luminosity Gaming,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-13 00:15:00,Northern Gaming/Northern Gaming Blue,Cloud9,"['zaphe', 'liddano', 'nuttyB', 'mint', 'shadez', 'eure']","['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-13 00:45:00,Rogue,Cloud9,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-13 01:30:00,Rogue,Luminosity Gaming,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-17 18:00:00,Yolo Gaming,REUNITED,"['sergey', 'timyrcid', 'xiromant', 'iji', 'alexander', 'lazya']","['morte', 'twoEasy', 'uNFixed', 'vallutaja', 'kruise', 'winghaven']",0,2,2,https://liquipedia.net/overwatch/The_Battle/2016
2016-06-18 00:00:00,REUNITED,Gale Force eSports,"['uNFixed', 'winghaven', '2Easy', 'morte', 'kruise', 'vallutaja']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",1,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-18 18:00:00,Stone Templars,PCW123,"['st1w', 'rubiazo', 'kRYP', 'neptuNo', 'ottopus', 'linepro']","['lightning', 'ankor', 'rappeR', 'mordred', 'liquidDog', 'xanatory']",2,0,1,https://liquipedia.net/overwatch/The_Battle/2016
2016-06-21 00:00:00,1SHOT,Gale Force eSports,"['psychoWaffle', 'exi', 'ultimawep', 'krawnnic', 'ned', 'roolf']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",0,2,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-21 00:00:00,REUNITED,Gale Force eSports,"['uNFixed', 'winghaven', '2Easy', 'morte', 'kruise', 'vallutaja']","['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']",0,1,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-21 00:00:00,REUNITED,Northern Gaming/Northern Gaming Red,"['uNFixed', 'winghaven', '2Easy', 'morte', 'kruise', 'vallutaja']","['bird', 'breadExpert', 'napTime', 'mangachu', 'chance', 'wolf']",0,1,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-21 00:00:00,Gale Force eSports,Northern Gaming/Northern Gaming Red,"['jkw', 'nicolasTJO', 'torkTJO', 'harbleu', 'joemeister', 'shake']","['bird', 'breadExpert', 'napTime', 'mangachu', 'chance', 'wolf']",0,1,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-21 18:00:00,MUSTACHE & MONOCLE,ANOX,"['nAka', 'hyP', 'frasken', 'kallenge', 'sIMOON', 'kolsti']","['anak', 'kensi', 'rubikon', 'sharyk', 'cOOLLER', 'cYpheR']",0,2,2,https://liquipedia.net/overwatch/The_Battle/2016
2016-06-25 00:00:00,Cloud9,Northern Gaming/Northern Gaming Red,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['bird', 'breadExpert', 'napTime', 'mangachu', 'chance', 'wolf']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-25 00:00:00,Team Envy,Luminosity Gaming,"['iNTERNETHULK', 'cocco', 'chipshajen', 'harryHook', 'taimou', 'talespin']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-25 00:00:00,Rogue,REUNITED,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['uNFixed', 'winghaven', '2Easy', 'morte', 'kruise', 'vallutaja']",2,1,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-26 00:00:00,Cloud9,Team Envy,"['kyKy', 'grego', 'surefour', 'adam', 'reaver', 'deBett']","['iNTERNETHULK', 'cocco', 'chipshajen', 'harryHook', 'taimou', 'talespin']",0,3,2,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
2016-06-26 00:00:00,Rogue,Luminosity Gaming,"['tviQ', 'toxikeN', 'reinforce', 'winz', 'aKm', 'uNKOE']","['seagull', 'gods', 'milo', 'pookz', 'esper', 'enigma']",2,0,1,https://liquipedia.net/overwatch/One_Nation_of_Gamers/Operation_Breakout
