date,team1,team2,team1players,team2players,winner,url
2016-01-02 11:00:00,LinGan e-Sports,NGA.Scythe,"['JustIBb', 'Lolicat', 'Ceres', 'Timon', '06QianXia', 'IFiNG']","['Canon', 'Easy', 'Sinon', 'Dragon', 'Tuiz1', 'kangyi']",2,https%3A%2F%2Fliquipedia.net%2FDouyuTV_NGA_Cup%2FSeason_2
2016-01-02 11:00:00,LinGan e-Sports,NGA.Scythe,"['JustIBb', 'Lolicat', 'Ceres', 'Timon', '06QianXia', 'IFiNG']","['Canon', 'Easy', 'Sinon', 'Dragon', 'Tuiz1', 'kangyi']",2,https%3A%2F%2Fliquipedia.net%2FDouyuTV_NGA_Cup%2FSeason_2
2016-01-02 13:00:00,NGA.Scythe,ahq e-Sports Club,"['Canon', 'Easy', 'Sinon', 'Dragon', 'Tuiz1', 'kangyi']","['AfteR', 'Cowman', 'Danny', 'EDDIE', 'EricEnn', 'Krapy']",2,https%3A%2F%2Fliquipedia.net%2FDouyuTV_NGA_Cup%2FSeason_2
2016-01-02 13:00:00,NGA.Scythe,ahq e-Sports Club,"['Canon', 'Easy', 'Sinon', 'Dragon', 'Tuiz1', 'kangyi']","['AfteR', 'Cowman', 'Danny', 'EDDIE', 'EricEnn', 'Krapy']",2,https%3A%2F%2Fliquipedia.net%2FDouyuTV_NGA_Cup%2FSeason_2
2016-03-27 00:00:00,MMIX,PROJECT X,"['CerealS', 'MiKyPlou', 'NARWAAK', 'Platernity', 'bANDIT', 'starming']","['Ash', 'cas', 'h8m3', 'kook', 'Rell', 'DnrShadow']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F6
2016-03-27 00:00:00,Team NoID,4-25,"['Cherno', 'Cirouss', 'NoFace', 'Noukky', 'Rockstein', 'Zuggt']","['Arty', 'Dikker', 'GunroX', 'Rubikon', 'anak', 'kensi']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F6
2016-03-27 00:00:00,IMPULSE 11,PROJECT X,"['Likely', 'Nevix', 'Zebbosai', 'cl3ver', 'iddqd', 'Hysterica']","['Ash', 'cas', 'h8m3', 'kook', 'Rell', 'DnrShadow']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F6
2016-03-27 00:00:00,IMPULSE 11,PROJECT X,"['Likely', 'Nevix', 'Zebbosai', 'cl3ver', 'iddqd', 'Hysterica']","['Ash', 'cas', 'h8m3', 'kook', 'Rell', 'DnrShadow']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F6
2016-05-18 00:00:00,Gringos,R I D A C C I O B O Y S,"['Liddano', 'zaphe', 'NuttyB', 'Mint', 'Johanneberg', 'Shadez']","['Cerysz', 'FoxfireRoxi', 'Lgn', 'Midna', 'Ridaccio', 'quBy']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,BrainStorming,Poney magique,"['DiaBOLik', 'GeNeWaRs', 'KeKX', 'L3on1da', 'Patri', 'Raikirih']","['Elendil', 'Fahlen', 'Krokro', 'Ninetic', 'Pixy', 'Sola']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Sponsored by Balisto,Prets,"['Choucas', 'RcK', 'XenoX', 'berserk', 'brunks', 'toncarlol']","['BuHorPaduHa', 'Flam1ngo', 'Noodlez', 'Fyzu', 'SilencedDoom', 'clozz']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Icarusclub.eu,OrKs Grand Poitiers,"['MrSapato', 'fALLENZ', 'inkkk', 'kMr', 'nAcked', 'ville']","['Bl4sted', 'Greg2fram', 'Laey', 'Lyco', 'Spleach', 'Thorkey']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,WarLegenD,OWNED DUDE!,"['Donovan', 'Dryak', 'Likzy', 'Molilol', 'Pukly', 'Trylian']","['CerealS', 'Drash Sky', 'JULZ', 'NarwaK', 'azuera', 'starming']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,NoHeaven,TeamBrunSovs,"['Adrenaline', 'Ambushino', 'Hinu', 'link', 'Lollao', 'Carnifex']","['FahL', 'Skystyller', 'Hyphesten', 'KongeN', 'VinkeSkinke', 'Liibra']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,WarLegenD,UnKnights,"['Donovan', 'Dryak', 'Likzy', 'Molilol', 'Pukly', 'Trylian']","['APO', 'Hallay', 'Kall', 'draxen', 'ounga', 'veteranjr']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,BrainStorming,Prets,"['DiaBOLik', 'GeNeWaRs', 'KeKX', 'L3on1da', 'Patri', 'Raikirih']","['BuHorPaduHa', 'Flam1ngo', 'Noodlez', 'Fyzu', 'SilencedDoom', 'clozz']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Superband,MadCorps,"['AllteR', 'PLaGi0', 'SL1P', 'Soun', 'YSX', 'haZeR']","['Cellen', 'DorsKk Chocolatine', 'Sternz', 'Wapinoux', 'WoRsS', 'shadoopy']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Gringos,WarLegenD,"['Liddano', 'zaphe', 'NuttyB', 'Mint', 'Johanneberg', 'Shadez']","['Donovan', 'Dryak', 'Likzy', 'Molilol', 'Pukly', 'Trylian']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Gringos,WarLegenD,"['Liddano', 'zaphe', 'NuttyB', 'Mint', 'Johanneberg', 'Shadez']","['Donovan', 'Dryak', 'Likzy', 'Molilol', 'Pukly', 'Trylian']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Gringos,WarLegenD,"['Liddano', 'zaphe', 'NuttyB', 'Mint', 'Johanneberg', 'Shadez']","['Donovan', 'Dryak', 'Likzy', 'Molilol', 'Pukly', 'Trylian']",skip,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Farmers,UnKnights,"['Lobbie', 'Mushy', 'Rixxl', 'Skratchy', 'Tootaa', 'kreuzkamm']","['APO', 'Hallay', 'Kall', 'draxen', 'ounga', 'veteranjr']",2,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,NoHeaven,Prets,"['Adrenaline', 'Ambushino', 'Hinu', 'link', 'Lollao', 'Carnifex']","['BuHorPaduHa', 'Flam1ngo', 'Noodlez', 'Fyzu', 'SilencedDoom', 'clozz']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,NoHeaven,Prets,"['Adrenaline', 'Ambushino', 'Hinu', 'link', 'Lollao', 'Carnifex']","['BuHorPaduHa', 'Flam1ngo', 'Noodlez', 'Fyzu', 'SilencedDoom', 'clozz']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,NoHeaven,Prets,"['Adrenaline', 'Ambushino', 'Hinu', 'link', 'Lollao', 'Carnifex']","['BuHorPaduHa', 'Flam1ngo', 'Noodlez', 'Fyzu', 'SilencedDoom', 'clozz']",skip,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-05-18 00:00:00,Gringos,OrKs Grand Poitiers,"['Liddano', 'zaphe', 'NuttyB', 'Mint', 'Johanneberg', 'Shadez']","['Bl4sted', 'Greg2fram', 'Laey', 'Lyco', 'Spleach', 'Thorkey']",1,https%3A%2F%2Fliquipedia.net%2FESL%2FCommunity_Cup%2FEurope%2F11
2016-06-29 18:00:00,Rogue,ANOX,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Anak', 'kensi', 'Rubikon', 'sharyk', 'COOLLER', 'cYpheR']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-29 18:00:00,Rogue,ANOX,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Anak', 'kensi', 'Rubikon', 'sharyk', 'COOLLER', 'cYpheR']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-29 18:00:00,Rogue,ANOX,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Anak', 'kensi', 'Rubikon', 'sharyk', 'COOLLER', 'cYpheR']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-29 19:30:00,SG-1,REUNITED,"['hymzi', 'Seita', 'Lazei', 'mafu', 'Fragi', 'zappis']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-29 19:30:00,SG-1,REUNITED,"['hymzi', 'Seita', 'Lazei', 'mafu', 'Fragi', 'zappis']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-29 19:30:00,SG-1,REUNITED,"['hymzi', 'Seita', 'Lazei', 'mafu', 'Fragi', 'zappis']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 18:00:00,Melty eSport Club,Misfits,"['moonL', 'Baud', 'KabaL', 'NiCOgdh', 'DeGuN', 'Flippy']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 18:00:00,Melty eSport Club,Misfits,"['moonL', 'Baud', 'KabaL', 'NiCOgdh', 'DeGuN', 'Flippy']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 18:00:00,Melty eSport Club,Misfits,"['moonL', 'Baud', 'KabaL', 'NiCOgdh', 'DeGuN', 'Flippy']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 18:00:00,Melty eSport Club,Misfits,"['moonL', 'Baud', 'KabaL', 'NiCOgdh', 'DeGuN', 'Flippy']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 19:30:00,Creation eSports,GamersOrigin,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['AsuraxX', 'Silo', 'NarwaK', 'WhiTeFire', 'jeNkins', 'strenx']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 19:30:00,Creation eSports,GamersOrigin,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['AsuraxX', 'Silo', 'NarwaK', 'WhiTeFire', 'jeNkins', 'strenx']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-06-30 19:30:00,Creation eSports,GamersOrigin,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['AsuraxX', 'Silo', 'NarwaK', 'WhiTeFire', 'jeNkins', 'strenx']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 18:00:00,Rogue,Misfits,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 18:00:00,Rogue,Misfits,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 18:00:00,Rogue,Misfits,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 20:00:00,Creation eSports,REUNITED,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 20:00:00,Creation eSports,REUNITED,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 20:00:00,Creation eSports,REUNITED,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 20:00:00,Creation eSports,REUNITED,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-08 20:00:00,Creation eSports,REUNITED,"['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 17:30:00,Misfits,REUNITED,"['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 17:30:00,Misfits,REUNITED,"['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 17:30:00,Misfits,REUNITED,"['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 17:30:00,Misfits,REUNITED,"['Kryw', 'Nevix', 'Zebbosai', 'Zaprey', 'skipjack', 'SoOn']","['Morte', 'Kyb', 'uNFixed', 'Vallutaja', 'Kruise', 'Winghaven']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",1,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-07-13 19:00:00,Rogue,Creation eSports,"['TviQ', 'KnOxXx', 'Reinforce', 'winz', 'aKm', 'uNKOE']","['numlocked', 'ToxikeN', 'BromaS', 'Draceus', 'art1er', 'LiNkz']",2,https%3A%2F%2Fliquipedia.net%2FAcer_Pro_Challenge%2F2016
2016-09-29 17:00:00,Rogue,FaZe Clan,"['TviQ', 'Reinforce', 'winz', 'aKm', 'uNKOE', 'KnOxXx']","['TwoEasy', 'ShaDowBurn', 'Forsak3n', 'zombs', 'Rawkus', 'FCTFCTN']",2,https%3A%2F%2Fliquipedia.net%2FOverwatch_Open
2016-09-29 17:00:00,Rogue,FaZe Clan,"['TviQ', 'Reinforce', 'winz', 'aKm', 'uNKOE', 'KnOxXx']","['TwoEasy', 'ShaDowBurn', 'Forsak3n', 'zombs', 'Rawkus', 'FCTFCTN']",2,https%3A%2F%2Fliquipedia.net%2FOverwatch_Open
2016-09-29 17:00:00,Rogue,FaZe Clan,"['TviQ', 'Reinforce', 'winz', 'aKm', 'uNKOE', 'KnOxXx']","['TwoEasy', 'ShaDowBurn', 'Forsak3n', 'zombs', 'Rawkus', 'FCTFCTN']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Open
2016-09-29 17:00:00,Rogue,FaZe Clan,"['TviQ', 'Reinforce', 'winz', 'aKm', 'uNKOE', 'KnOxXx']","['TwoEasy', 'ShaDowBurn', 'Forsak3n', 'zombs', 'Rawkus', 'FCTFCTN']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Open
2016-09-29 17:00:00,Rogue,FaZe Clan,"['TviQ', 'Reinforce', 'winz', 'aKm', 'uNKOE', 'KnOxXx']","['TwoEasy', 'ShaDowBurn', 'Forsak3n', 'zombs', 'Rawkus', 'FCTFCTN']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Open
2016-10-27 09:00:00,MVP/Team MVP,Team First Heroic,"['KUKI', 'Poro', 'Daily', 'Pelka', 'JuNe', 'Sylph']","['boar', 'MyuNgSiK', 'rely', 's1m', 'RusK', 'Jetaime']",1,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 09:00:00,MVP/Team MVP,Team First Heroic,"['KUKI', 'Poro', 'Daily', 'Pelka', 'JuNe', 'Sylph']","['boar', 'MyuNgSiK', 'rely', 's1m', 'RusK', 'Jetaime']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 09:00:00,MVP/Team MVP,Team First Heroic,"['KUKI', 'Poro', 'Daily', 'Pelka', 'JuNe', 'Sylph']","['boar', 'MyuNgSiK', 'rely', 's1m', 'RusK', 'Jetaime']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 09:00:00,MVP/Team MVP,Team First Heroic,"['KUKI', 'Poro', 'Daily', 'Pelka', 'JuNe', 'Sylph']","['boar', 'MyuNgSiK', 'rely', 's1m', 'RusK', 'Jetaime']",1,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 09:00:00,MVP/Team MVP,Team First Heroic,"['KUKI', 'Poro', 'Daily', 'Pelka', 'JuNe', 'Sylph']","['boar', 'MyuNgSiK', 'rely', 's1m', 'RusK', 'Jetaime']",1,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 11:00:00,DarkWolves,Flash Lux,"['NineBae', 'Zero', 'DragonSword', 'NAKZZI', 'Jaesung', 'PANG']","['Weeso', 'Pumple', 'Hyeok', 'E1kiNo', 'Kisu', 'Hamtol']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 11:00:00,DarkWolves,Flash Lux,"['NineBae', 'Zero', 'DragonSword', 'NAKZZI', 'Jaesung', 'PANG']","['Weeso', 'Pumple', 'Hyeok', 'E1kiNo', 'Kisu', 'Hamtol']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-10-27 11:00:00,DarkWolves,Flash Lux,"['NineBae', 'Zero', 'DragonSword', 'NAKZZI', 'Jaesung', 'PANG']","['Weeso', 'Pumple', 'Hyeok', 'E1kiNo', 'Kisu', 'Hamtol']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-11-10 10:00:00,ACE Black,TwoLetter,"['Nine', 'JinHyuk', 'Rage', 'Fear', 'Blanc', 'Gaga']","['YongMio', 'yakpung', 'PDE', 'KnifeParty', 'Nia', 'HeeWooNG']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-11-10 10:00:00,ACE Black,TwoLetter,"['Nine', 'JinHyuk', 'Rage', 'Fear', 'Blanc', 'Gaga']","['YongMio', 'yakpung', 'PDE', 'KnifeParty', 'Nia', 'HeeWooNG']",1,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-11-10 10:00:00,ACE Black,TwoLetter,"['Nine', 'JinHyuk', 'Rage', 'Fear', 'Blanc', 'Gaga']","['YongMio', 'yakpung', 'PDE', 'KnifeParty', 'Nia', 'HeeWooNG']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-11-10 10:00:00,ACE Black,TwoLetter,"['Nine', 'JinHyuk', 'Rage', 'Fear', 'Blanc', 'Gaga']","['YongMio', 'yakpung', 'PDE', 'KnifeParty', 'Nia', 'HeeWooNG']",2,https%3A%2F%2Fliquipedia.net%2FRuneMedia_Overwatch_Grand_Prix%2FSeason_3
2016-11-10 22:00:00,Selfless Gaming,Tempo Storm/Tempo Storm,"['emongg', 'Michael3D', 'rob-wiz', 'dhaK', 'kellar', 'sinatraa']","['NapTime', 'yuki', 'HeyKatie', 'Bdropped', 'hooey', 'Mini']",2,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Selfless Gaming,Tempo Storm/Tempo Storm,"['emongg', 'Michael3D', 'rob-wiz', 'dhaK', 'kellar', 'sinatraa']","['NapTime', 'yuki', 'HeyKatie', 'Bdropped', 'hooey', 'Mini']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Selfless Gaming,Tempo Storm/Tempo Storm,"['emongg', 'Michael3D', 'rob-wiz', 'dhaK', 'kellar', 'sinatraa']","['NapTime', 'yuki', 'HeyKatie', 'Bdropped', 'hooey', 'Mini']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Luminosity Gaming,Team Liquid,"['Eissfeldt', 'Ruster', 'Mineral', 'Zave', 'Manneten', 'SPREE']","['AZK', 'rapha', 'Minstrel', 'TRULLI', 'DaHanG', 'MESR']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Luminosity Gaming,Team Liquid,"['Eissfeldt', 'Ruster', 'Mineral', 'Zave', 'Manneten', 'SPREE']","['AZK', 'rapha', 'Minstrel', 'TRULLI', 'DaHanG', 'MESR']",2,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Luminosity Gaming,Team Liquid,"['Eissfeldt', 'Ruster', 'Mineral', 'Zave', 'Manneten', 'SPREE']","['AZK', 'rapha', 'Minstrel', 'TRULLI', 'DaHanG', 'MESR']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Cloud9,Splyce,"['Surefour', 'KyKy', 'Mendokusaii', 'Roolf', 'ryb', 'Adam']","['PYYYOUR', 'Shrugger', 'ADETONIAN', 'twidi', 'Graceful', 'Moffitt']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Cloud9,Splyce,"['Surefour', 'KyKy', 'Mendokusaii', 'Roolf', 'ryb', 'Adam']","['PYYYOUR', 'Shrugger', 'ADETONIAN', 'twidi', 'Graceful', 'Moffitt']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Immortals,Kingdom eSports,"['Agilities', 'Aythen', 'Hyped', 'nomy', 'GrimReality', 'Chance']","['Wolf', 'juv3nile', 'Ajax', 'manOFsnow', 'Sherlockey', 'J3sus']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Immortals,Kingdom eSports,"['Agilities', 'Aythen', 'Hyped', 'nomy', 'GrimReality', 'Chance']","['Wolf', 'juv3nile', 'Ajax', 'manOFsnow', 'Sherlockey', 'J3sus']",2,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-10 22:00:00,Immortals,Kingdom eSports,"['Agilities', 'Aythen', 'Hyped', 'nomy', 'GrimReality', 'Chance']","['Wolf', 'juv3nile', 'Ajax', 'manOFsnow', 'Sherlockey', 'J3sus']",2,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-11 00:00:00,Cloud9,Kingdom eSports,"['Surefour', 'KyKy', 'Mendokusaii', 'Roolf', 'ryb', 'Adam']","['Wolf', 'juv3nile', 'Ajax', 'manOFsnow', 'Sherlockey', 'J3sus']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
2016-11-11 00:00:00,Cloud9,Kingdom eSports,"['Surefour', 'KyKy', 'Mendokusaii', 'Roolf', 'ryb', 'Adam']","['Wolf', 'juv3nile', 'Ajax', 'manOFsnow', 'Sherlockey', 'J3sus']",1,https%3A%2F%2Fliquipedia.net%2FAlienware_Monthly_Melee%2F2016%2FNovember
