date,team1,team2,team1players,team2players,winner,url
2018-08-14 19:15:00,Cyclone Team,RHP,"['Kaito', 'Nicko', 'oui', 'Horizon', 'Walar', 'amidamaru']","['xtenzQ', 'ElenDen', 'LeftUP', 'RazorChrome', 'Keiz', 'TheToxic']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FNon-Pro
2018-08-14 19:15:00,Cyclone Team,RHP,"['Kaito', 'Nicko', 'oui', 'Horizon', 'Walar', 'amidamaru']","['xtenzQ', 'ElenDen', 'LeftUP', 'RazorChrome', 'Keiz', 'TheToxic']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FNon-Pro
2018-08-14 19:15:00,Bullet Ant,AYB Esports,"['BlackToro', 'Erion', 'Mr.Owl', 'DmitriyGreece', 'Jedi', 'Deymos']","['Leapswitch', 'Sibolo', 'NaticBro', 'iSjRespect', 'Imbastein', 'BlaXound']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FNon-Pro
2018-08-14 19:15:00,Bullet Ant,AYB Esports,"['BlackToro', 'Erion', 'Mr.Owl', 'DmitriyGreece', 'Jedi', 'Deymos']","['Leapswitch', 'Sibolo', 'NaticBro', 'iSjRespect', 'Imbastein', 'BlaXound']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FNon-Pro
2018-08-15 11:00:00,Team CC,Flag Gaming,"['KHeart', 'Yakumo', 'ZiJin', 'lateyoung', 'jiqiren', 'Kyo']","['DMO', 'Jason', 'Lie', 'over', 'mika', 'Coldest']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 11:00:00,Team CC,Flag Gaming,"['KHeart', 'Yakumo', 'ZiJin', 'lateyoung', 'jiqiren', 'Kyo']","['DMO', 'Jason', 'Lie', 'over', 'mika', 'Coldest']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 11:00:00,Team CC,Flag Gaming,"['KHeart', 'Yakumo', 'ZiJin', 'lateyoung', 'jiqiren', 'Kyo']","['DMO', 'Jason', 'Lie', 'over', 'mika', 'Coldest']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 11:00:00,Team CC,Flag Gaming,"['KHeart', 'Yakumo', 'ZiJin', 'lateyoung', 'jiqiren', 'Kyo']","['DMO', 'Jason', 'Lie', 'over', 'mika', 'Coldest']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 11:00:00,Team CC,Flag Gaming,"['KHeart', 'Yakumo', 'ZiJin', 'lateyoung', 'jiqiren', 'Kyo']","['DMO', 'Jason', 'Lie', 'over', 'mika', 'Coldest']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 12:30:00,The One Winner,Lucky Future,"['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']","['SlpWa1ker', 'Yarg', 'wanli', 'Tian', 'Sowhat', 'hoyoqian']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 12:30:00,The One Winner,Lucky Future,"['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']","['SlpWa1ker', 'Yarg', 'wanli', 'Tian', 'Sowhat', 'hoyoqian']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 12:30:00,The One Winner,Lucky Future,"['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']","['SlpWa1ker', 'Yarg', 'wanli', 'Tian', 'Sowhat', 'hoyoqian']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 12:30:00,The One Winner,Lucky Future,"['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']","['SlpWa1ker', 'Yarg', 'wanli', 'Tian', 'Sowhat', 'hoyoqian']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 12:30:00,The One Winner,Lucky Future,"['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']","['SlpWa1ker', 'Yarg', 'wanli', 'Tian', 'Sowhat', 'hoyoqian']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-15 19:15:00,Ronin Horde,orKs Grand Poitiers White,"['Hojjke', 'Stanyyy', 'Alexander', 'Outbreak', 'Imdeadinside', 'Sabrie']","['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-15 19:15:00,Ronin Horde,orKs Grand Poitiers White,"['Hojjke', 'Stanyyy', 'Alexander', 'Outbreak', 'Imdeadinside', 'Sabrie']","['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-15 19:15:00,Ronin Horde,orKs Grand Poitiers White,"['Hojjke', 'Stanyyy', 'Alexander', 'Outbreak', 'Imdeadinside', 'Sabrie']","['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-16 11:00:00,LGE.Huya,LGD Gaming,"['uNdeAD', 'KaMi', 'Marshmello', '您的丈母娘', '请勿赌球', '萊昂納多東']","['Shy', 'Eileen', 'yaoxie', 'guxue', 'Rikka', 'OnlyWish']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 11:00:00,LGE.Huya,LGD Gaming,"['uNdeAD', 'KaMi', 'Marshmello', '您的丈母娘', '请勿赌球', '萊昂納多東']","['Shy', 'Eileen', 'yaoxie', 'guxue', 'Rikka', 'OnlyWish']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 11:00:00,LGE.Huya,LGD Gaming,"['uNdeAD', 'KaMi', 'Marshmello', '您的丈母娘', '请勿赌球', '萊昂納多東']","['Shy', 'Eileen', 'yaoxie', 'guxue', 'Rikka', 'OnlyWish']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 12:30:00,Moss Seven Club,Fiat Lux,"['mAsk', '仗剑天涯帅金木', '风华燃尽江湖少年', '玩泥沙的球', 'Gudan', '战旗丶风眠']","['x69', 'Jecky', 'nex', 'Eternal', 'Maple', 'GCGG']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 12:30:00,Moss Seven Club,Fiat Lux,"['mAsk', '仗剑天涯帅金木', '风华燃尽江湖少年', '玩泥沙的球', 'Gudan', '战旗丶风眠']","['x69', 'Jecky', 'nex', 'Eternal', 'Maple', 'GCGG']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 12:30:00,Moss Seven Club,Fiat Lux,"['mAsk', '仗剑天涯帅金木', '风华燃尽江湖少年', '玩泥沙的球', 'Gudan', '战旗丶风眠']","['x69', 'Jecky', 'nex', 'Eternal', 'Maple', 'GCGG']",2,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 12:30:00,Moss Seven Club,Fiat Lux,"['mAsk', '仗剑天涯帅金木', '风华燃尽江湖少年', '玩泥沙的球', 'Gudan', '战旗丶风眠']","['x69', 'Jecky', 'nex', 'Eternal', 'Maple', 'GCGG']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-16 12:30:00,Moss Seven Club,Fiat Lux,"['mAsk', '仗剑天涯帅金木', '风华燃尽江湖少年', '玩泥沙的球', 'Gudan', '战旗丶风眠']","['x69', 'Jecky', 'nex', 'Eternal', 'Maple', 'GCGG']",1,https%3A%2F%2Fliquipedia.net%2FLanStory_Cup%2F2018%2FGuangzhou%2FOnline_Qualifier
2018-08-17 18:00:00,X Prime,Team Easy,"['Ziyoo', 'Ozlots', 'Cube', 'Carryheim', 'Cangns', 'Shunji']","['Tomenic', 'Slid3', 'Bullseye', 'maD', 'Dropout', 'SharKhan']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 18:00:00,X Prime,Team Easy,"['Ziyoo', 'Ozlots', 'Cube', 'Carryheim', 'Cangns', 'Shunji']","['Tomenic', 'Slid3', 'Bullseye', 'maD', 'Dropout', 'SharKhan']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 18:00:00,X Prime,Team Easy,"['Ziyoo', 'Ozlots', 'Cube', 'Carryheim', 'Cangns', 'Shunji']","['Tomenic', 'Slid3', 'Bullseye', 'maD', 'Dropout', 'SharKhan']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 18:00:00,TeamExile,Exious eSport,"['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']","['Pyroenil', 'Twelve', 'Adreli', 'MrMeeseeks', 'Basso', 'Wally']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-17 18:00:00,TeamExile,Exious eSport,"['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']","['Pyroenil', 'Twelve', 'Adreli', 'MrMeeseeks', 'Basso', 'Wally']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-17 18:00:00,TeamExile,Exious eSport,"['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']","['Pyroenil', 'Twelve', 'Adreli', 'MrMeeseeks', 'Basso', 'Wally']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-17 19:15:00,RakiDushat,Xenoflask,"['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']","['Cuddlesworth', 'Bubba', 'Ture', 'Panda', 'Apathy', 'JackdiQuadri']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 19:15:00,RakiDushat,Xenoflask,"['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']","['Cuddlesworth', 'Bubba', 'Ture', 'Panda', 'Apathy', 'JackdiQuadri']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 19:15:00,Fourtyseven,Code Rush,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Yuko', 'Iplow', 'Suricate', 'DamDem', 'Papa', 'kidneyshot']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 19:15:00,Fourtyseven,Code Rush,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Yuko', 'Iplow', 'Suricate', 'DamDem', 'Papa', 'kidneyshot']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-17 19:15:00,Fourtyseven,Code Rush,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Yuko', 'Iplow', 'Suricate', 'DamDem', 'Papa', 'kidneyshot']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-18 08:00:00,Nameis,Flamme,"['드래곤용사오다스', 'Coca1ne2', 'Odas', 'Alright', '오레오로즈', 'AIZAC']","['FLO', '꼬맹', 'Utnovel', '어쩌다보니', '믐필', '꼬마']",1,https%3A%2F%2Fliquipedia.net%2FOW2TU_Overwatch_Ladies_Competition%2FSeason_3
2018-08-18 08:00:00,Nameis,Flamme,"['드래곤용사오다스', 'Coca1ne2', 'Odas', 'Alright', '오레오로즈', 'AIZAC']","['FLO', '꼬맹', 'Utnovel', '어쩌다보니', '믐필', '꼬마']",1,https%3A%2F%2Fliquipedia.net%2FOW2TU_Overwatch_Ladies_Competition%2FSeason_3
2018-08-18 08:00:00,Nameis,Flamme,"['드래곤용사오다스', 'Coca1ne2', 'Odas', 'Alright', '오레오로즈', 'AIZAC']","['FLO', '꼬맹', 'Utnovel', '어쩌다보니', '믐필', '꼬마']",1,https%3A%2F%2Fliquipedia.net%2FOW2TU_Overwatch_Ladies_Competition%2FSeason_3
2018-08-18 08:00:00,Nameis,Flamme,"['드래곤용사오다스', 'Coca1ne2', 'Odas', 'Alright', '오레오로즈', 'AIZAC']","['FLO', '꼬맹', 'Utnovel', '어쩌다보니', '믐필', '꼬마']",1,https%3A%2F%2Fliquipedia.net%2FOW2TU_Overwatch_Ladies_Competition%2FSeason_3
2018-08-19 09:00:00,Paradigm Shift,MΛWF Black,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 09:00:00,Paradigm Shift,MΛWF Black,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 09:00:00,Paradigm Shift,MΛWF Black,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 09:00:00,Paradigm Shift,MΛWF Black,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 10:30:00,PIXL eSports,Exsto Gaming,"['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 10:30:00,PIXL eSports,Exsto Gaming,"['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 10:30:00,PIXL eSports,Exsto Gaming,"['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-19 10:30:00,PIXL eSports,Exsto Gaming,"['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 09:00:00,MΛWF Black,Cascade,"['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']","['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 09:00:00,MΛWF Black,Cascade,"['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']","['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 09:00:00,MΛWF Black,Cascade,"['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']","['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 09:00:00,MΛWF Black,Cascade,"['Blur', 'EFFINGninja', 'Schreudz', 'H3xnan0', 'fink', 'Frostyheart']","['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 10:30:00,Paradigm Shift,Exsto Gaming,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 10:30:00,Paradigm Shift,Exsto Gaming,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 10:30:00,Paradigm Shift,Exsto Gaming,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 10:30:00,Paradigm Shift,Exsto Gaming,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 10:30:00,Paradigm Shift,Exsto Gaming,"['Doleo', 'CloudyShifu', 'Jesus', 'DcBolt', 'Mauvecord', 'FiLeZekk']","['Phil', 'JasperJam', 'D4ndie', 'Christoph', 'plihS', 'sham']",1,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-20 18:00:00,Exious eSport,REGENERATE,"['Pyroenil', 'Twelve', 'Adreli', 'MrMeeseeks', 'Basso', 'Wally']","['Loio', 'Kxarlex', 'Artemka', 'InReD', 'ChseiamGOD', 'Escapist']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-20 18:00:00,Exious eSport,REGENERATE,"['Pyroenil', 'Twelve', 'Adreli', 'MrMeeseeks', 'Basso', 'Wally']","['Loio', 'Kxarlex', 'Artemka', 'InReD', 'ChseiamGOD', 'Escapist']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-20 19:15:00,Team Easy,RakiDushat,"['Tomenic', 'Slid3', 'Bullseye', 'maD', 'Dropout', 'SharKhan']","['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-20 19:15:00,Team Easy,RakiDushat,"['Tomenic', 'Slid3', 'Bullseye', 'maD', 'Dropout', 'SharKhan']","['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-20 19:15:00,orKs Grand Poitiers White,TeamExile,"['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']","['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-20 19:15:00,orKs Grand Poitiers White,TeamExile,"['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']","['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-20 19:15:00,orKs Grand Poitiers White,TeamExile,"['Hakan', 'Littleflame', 'Reckless', 'Cloud', 'Dekest', 'Pika']","['iHaluks', 'Pyro', 'John9', 'Swalees', 'Jswinbu', 'TheAdim']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FPro
2018-08-21 18:00:00,Fourtyseven,Xenoflask,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Cuddlesworth', 'Bubba', 'Ture', 'Panda', 'Apathy', 'JackdiQuadri']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-21 18:00:00,Fourtyseven,Xenoflask,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Cuddlesworth', 'Bubba', 'Ture', 'Panda', 'Apathy', 'JackdiQuadri']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-21 18:00:00,Fourtyseven,Xenoflask,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['Cuddlesworth', 'Bubba', 'Ture', 'Panda', 'Apathy', 'JackdiQuadri']",2,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-21 19:15:00,Code Rush,99%,"['Yuko', 'Iplow', 'Suricate', 'DamDem', 'Papa', 'kidneyshot']","['UNDERTAKER', 'Тайзан', 'Exaaable1', 'raff', 'Takeda', 'Pusenkas']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-21 19:15:00,Code Rush,99%,"['Yuko', 'Iplow', 'Suricate', 'DamDem', 'Papa', 'kidneyshot']","['UNDERTAKER', 'Тайзан', 'Exaaable1', 'raff', 'Takeda', 'Pusenkas']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-23 18:00:00,Fourtyseven,RakiDushat,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-23 18:00:00,Fourtyseven,RakiDushat,"['UltraPancake', 'Sunder', 'Ilyushkaaaa', 'whyyoumufasa', 'Sqallix', 'LittleMonika']","['reboot', 'Skiper76', 'xopo', 'Azunay', 'MOHCTP', 'StrikerMan']",1,https%3A%2F%2Fliquipedia.net%2FRussian_Overwatch_Cup%2FSeason_1%2FSemi-Pro
2018-08-25 07:00:00,LGD Gaming,Flag Gaming,"['Eileen', 'Shy', 'yaoxie', 'Rikka', 'guxue', 'JazZy']","['evillx', 'DMO', 'Lanboss', 'Jason', 'Lie', 'MelonZ']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 07:00:00,LGD Gaming,Flag Gaming,"['Eileen', 'Shy', 'yaoxie', 'Rikka', 'guxue', 'JazZy']","['evillx', 'DMO', 'Lanboss', 'Jason', 'Lie', 'MelonZ']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 07:00:00,LGD Gaming,Flag Gaming,"['Eileen', 'Shy', 'yaoxie', 'Rikka', 'guxue', 'JazZy']","['evillx', 'DMO', 'Lanboss', 'Jason', 'Lie', 'MelonZ']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 09:00:00,Lucky Future Zenith,The One Winner,"['diem', 'Erster', 'Michelle', 'Yarg', 'Marve1', 'Lucid']","['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 09:00:00,Lucky Future Zenith,The One Winner,"['diem', 'Erster', 'Michelle', 'Yarg', 'Marve1', 'Lucid']","['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']",2,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 09:00:00,Lucky Future Zenith,The One Winner,"['diem', 'Erster', 'Michelle', 'Yarg', 'Marve1', 'Lucid']","['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 09:00:00,Lucky Future Zenith,The One Winner,"['diem', 'Erster', 'Michelle', 'Yarg', 'Marve1', 'Lucid']","['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']",2,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-25 09:00:00,Lucky Future Zenith,The One Winner,"['diem', 'Erster', 'Michelle', 'Yarg', 'Marve1', 'Lucid']","['Krystal', 'Assassin', 'MoLanran', 'UnHappy', 'Silver3', 'Wya']",1,https%3A%2F%2Fliquipedia.net%2FOverwatch_Contenders%2F2018%2FSeason_2%2FChina
2018-08-26 09:00:00,Cascade,PIXL eSports,"['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']","['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-26 09:00:00,Cascade,PIXL eSports,"['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']","['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
2018-08-26 09:00:00,Cascade,PIXL eSports,"['Zetzal', 'Denx', 'Demigod', 'Zepha', 'Filthyelf', 'Paso']","['Camskiez', 'Dewboy', 'Outplay', 'Badd', 'Virginya', 'Ackyyy']",2,https%3A%2F%2Fliquipedia.net%2FRise_Up_Invitational
